Timestamp,Which age group do you belong to?,Gender,"How do you purchase electronic items such as mobile phones, laptops, watches, and TVs?",What factors influence your decision to purchase electronic items from e-commerce websites or offline stores? (Select all that apply),How satisfied are you with the pricing of electronic items on e-commerce websites compared to offline stores?,Which channel do you find more convenient for purchasing electronic items?,How would you rate the overall shopping experience when purchasing electronic items from e-commerce websites compared to offline stores?,How frequently do you purchase electronic gadgets online?,What type of electronic gadgets do you typically purchase online? (Select all that apply),How would you rate your overall satisfaction with the variety of electronic gadgets available on e-commerce website?,What factors influence your decision to purchase electronic gadgets online? (Select all that apply),How likely are you to recommend e-commerce website to others for purchasing electronic gadgets?,What improvements or additions would you like to see in the range of electronic gadgets offered on e-commerce website?,"On a scale of 1 to 10, how satisfied are you with the user experience (navigation, search functionality, checkout process, etc.) when browsing electronic gadgets on website?
 (1 being the lowest/worst score).
",How important are customer reviews and ratings in influencing your decision to purchase electronic gadgets online?,How often do you rely on comparison tools or features to compare different electronic gadgets before making a purchase decision?,Which payment method do you prefer when purchasing electronic gadgets online?,Which e-commerce website do you prefer the most for purchasing electronic gadgets?,During which occasions or festivals do you prefer to purchase electronic items from e-commerce websites or offline stores? (Select all that apply)
06/04/2024 19:36:23,18-24 years,Male,Equally from e-commerce websites and offline stores,"Price competitiveness, Product assortment and availability, Convenience of shopping from home, Ability to physically inspect and test the product, Immediate availability of the product, Trust in the brand or seller, Customer service and support, Discounts and promotions, Yeah ",Slightly Higher in Offline Stores,Offline Stores,About the Same,Occasionally,"Smartphones, Laptops, Tablets, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs), Gaming consoles",Very Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Product specifications and features, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds, Payment options, W",Very Likely,All the best for your project bro,9,Somewhat Important,Occasionally,Credit/Debit Card,Amazon India,"Diwali, Christmas, Eid, New Year, Independence Day, Republic Day, Dussehra, Holi, "
06/04/2024 19:37:27,18-24 years,Male,"Mostly from offline stores, occasionally from e-commerce websites","Price competitiveness, Ability to physically inspect and test the product, Trust in the brand or seller, Customer service and support, Discounts and promotions",Slightly Lower on E-commerce Websites,E-commerce Websites,Slightly Better on E-commerce Websites,Occasionally,"Smartphones, Laptops, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs), Gaming consoles",Very Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Product specifications and features, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds, Payment options",Slightly Likely,  ,8,Moderately Important,Rarely,Cash on Delivery,Flipkart,"Diwali, Christmas, Eid, New Year, Independence Day, Republic Day, Dussehra, Holi"
06/04/2024 19:37:57,18-24 years,Male,"Mostly from offline stores, occasionally from e-commerce websites","Price competitiveness, Ability to physically inspect and test the product, Trust in the brand or seller, Discounts and promotions",Slightly Lower on E-commerce Websites,Offline Stores,Slightly Better in Offline Stores,Occasionally,Smartphones,Satisfied,"Price competitiveness, Product reviews and ratings, Discounts and promotions, Easy returns and refunds",Slightly Likely,Authenticity ,9,Very Important,Always,Credit/Debit Card,Amazon India,Diwali
06/04/2024 19:39:46,18-24 years,Male,"Mostly from e-commerce websites, occasionally from offline stores","Price competitiveness, Convenience of shopping from home, Immediate availability of the product, Customer service and support, Discounts and promotions",Slightly Lower on E-commerce Websites,Both Equally Convenient,Much Better in Offline Stores,Occasionally,"Smartphones, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Fast and reliable delivery",Likely,Nothing,10,Very Important,Frequently,Net Banking,Flipkart,"Diwali, New Year, Independence Day, Republic Day, Dussehra, Holi"
06/04/2024 19:43:56,18-24 years,Male,"Mostly from e-commerce websites, occasionally from offline stores","Price competitiveness, Convenience of shopping from home, Immediate availability of the product, Discounts and promotions",Much Lower on E-commerce Websites,E-commerce Websites,Slightly Better in Offline Stores,Always,"Smartphones, Laptops, Tablets, Wearable devices (smartwatches, fitness trackers), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Price competitiveness, Product reviews and ratings, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds",Likely,It should also take return if warranty period is not completed.,8,Very Important,Always,Cash on Delivery,Flipkart,"Diwali, New Year, Republic Day"
06/04/2024 19:49:20,18-24 years,Female,"Mostly from e-commerce websites, occasionally from offline stores","Price competitiveness, Ability to physically inspect and test the product, Immediate availability of the product, Trust in the brand or seller, Discounts and promotions",Slightly Lower on E-commerce Websites,Both Equally Convenient,Slightly Better on E-commerce Websites,Frequently,"Smartphones, Laptops, Wearable devices (smartwatches, fitness trackers), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Product specifications and features, Easy returns and refunds",Neutral,nothing specifically,8,Extremely Important,Frequently,Credit/Debit Card,Flipkart,"Diwali, Holi"
06/04/2024 19:51:11,18-24 years,Male,"Mostly from offline stores, occasionally from e-commerce websites","Product assortment and availability, Ability to physically inspect and test the product, Trust in the brand or seller, Customer service and support",Slightly Lower on E-commerce Websites,Offline Stores,Slightly Better in Offline Stores,Rarely,"Smartphones, Wearable devices (smartwatches, fitness trackers), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Product reviews and ratings, Discounts and promotions",Likely,"Some  websites charge additionaly for  open delivery , that should be avioded",7,Very Important,Always,Credit/Debit Card,Flipkart,Once or twice in an year 
06/04/2024 19:52:18,18-24 years,Male,"Mostly from e-commerce websites, occasionally from offline stores","Product assortment and availability, Convenience of shopping from home, Immediate availability of the product, Trust in the brand or seller, Customer service and support, Discounts and promotions",Much Lower on E-commerce Websites,E-commerce Websites,Much Better on E-commerce Websites,Frequently,"Smartphones, Laptops, Tablets, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Product specifications and features, Discounts and promotions, Easy returns and refunds",Likely,More detailed reviews photos and videos ,8,Very Important,Rarely,Credit/Debit Card,Amazon India,"Diwali, Independence Day, Republic Day, Holi"
06/04/2024 19:54:16,18-24 years,Male,"Mostly from e-commerce websites, occasionally from offline stores","Price competitiveness, Convenience of shopping from home, Immediate availability of the product, Discounts and promotions",Slightly Lower on E-commerce Websites,Both Equally Convenient,About the Same,Occasionally,"Smartphones, Laptops, Tablets, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs), Gym equipment such as tread mill",Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Product specifications and features, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds, Payment options",Likely,Nothing ,9,Very Important,Frequently,Credit/Debit Card,Amazon India,"Diwali, Christmas, Republic Day, Dussehra"
06/04/2024 19:55:10,18-24 years,Female,"Mostly from e-commerce websites, occasionally from offline stores","Price competitiveness, Product assortment and availability, Discounts and promotions",About the Same,E-commerce Websites,About the Same,Occasionally,"Smartphones, Tablets, Wearable devices (smartwatches, fitness trackers), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Product specifications and features, Discounts and promotions",Slightly Likely,-,6,Very Important,Frequently,Net Banking,Amazon India,"Diwali, New Year"
06/04/2024 19:55:51,18-24 years,Male,"Mostly from e-commerce websites, occasionally from offline stores","Convenience of shopping from home, Immediate availability of the product, Customer service and support",About the Same,Both Equally Convenient,Slightly Better on E-commerce Websites,Occasionally,"Smartphones, Laptops, Wearable devices (smartwatches, fitness trackers), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Product reviews and ratings, Brand reputation, Product specifications and features, Discounts and promotions",Likely,Genuine products (many frauds happening nowadays),8,Very Important,Always,Credit/Debit Card,Amazon India,"Diwali, Birthdays"
06/04/2024 19:56:09,18-24 years,Male,"Mostly from e-commerce websites, occasionally from offline stores","Price competitiveness, Product assortment and availability, Immediate availability of the product, Trust in the brand or seller, Customer service and support, Discounts and promotions",Slightly Lower on E-commerce Websites,Both Equally Convenient,Slightly Better on E-commerce Websites,Rarely,"Smartphones, Laptops, Tablets, Audio/Visual equipment (headphones, speakers, TVs), Gaming consoles",Neutral,"Price competitiveness, Product reviews and ratings, Brand reputation, Product specifications and features, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds, Payment options",Slightly Likely,Nil,8,Moderately Important,Always,Cash on Delivery,Amazon India,"Diwali, Christmas, Eid, New Year, Independence Day, Republic Day, Dussehra, Holi"
06/04/2024 19:59:58,18-24 years,Male,"Mostly from offline stores, occasionally from e-commerce websites","Price competitiveness, Product assortment and availability, Immediate availability of the product, Trust in the brand or seller, Discounts and promotions",Slightly Lower on E-commerce Websites,Offline Stores,Slightly Better in Offline Stores,Occasionally,"Smartphones, Laptops, Wearable devices (smartwatches, fitness trackers), Audio/Visual equipment (headphones, speakers, TVs), Gaming consoles",Very Satisfied,Product reviews and ratings,Not Likely at All,To remove unimportant accessories that come when sorting from price low to high,5,Extremely Important,Frequently,UPI (Unified Payments Interface),Amazon India,"New Year, Pongal "
06/04/2024 20:08:14,18-24 years,Female,"Mostly from offline stores, occasionally from e-commerce websites","Price competitiveness, Convenience of shopping from home, Ability to physically inspect and test the product, Customer service and support, Discounts and promotions",Slightly Lower on E-commerce Websites,Both Equally Convenient,Slightly Better in Offline Stores,Rarely,"Wearable devices (smartwatches, fitness trackers), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Price competitiveness, Product reviews and ratings, Discounts and promotions",Likely,Loyalty and should provide detailed description of features in non technical terms to be convinence for the people who don't know much about technical aspects and it will be better if they display ranking chart for each and every feature by comparing products so that people can choose the brand or product according to the features they prefer as some people choose only camera quality and some others choose only a good battery life products.,6,Very Important,Frequently,Cash on Delivery,Amazon India,"Diwali, New Year, Republic Day"
06/04/2024 20:16:05,18-24 years,Male,"Mostly from e-commerce websites, occasionally from offline stores","Price competitiveness, Product assortment and availability, Convenience of shopping from home, Ability to physically inspect and test the product, Trust in the brand or seller, Discounts and promotions",Slightly Lower on E-commerce Websites,E-commerce Websites,Slightly Better on E-commerce Websites,Occasionally,"Smartphones, Laptops, Tablets, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs), Gaming consoles",Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds",Neutral,May be if they can connect to person with knowledge of a product through a video call (like a sales person) then making decisions would be reliable ,8,Moderately Important,Occasionally,UPI (Unified Payments Interface),Amazon India,Great India festival or Big billion days typically during October 
06/04/2024 20:20:16,18-24 years,Female,Exclusively from offline stores,"Convenience of shopping from home, Ability to physically inspect and test the product, Immediate availability of the product, Discounts and promotions",Slightly Lower on E-commerce Websites,Offline Stores,Slightly Better on E-commerce Websites,Rarely,"Wearable devices (smartwatches, fitness trackers)",Satisfied,"Product reviews and ratings, Brand reputation, Product specifications and features, Discounts and promotions, Easy returns and refunds",Neutral,no idea,5,Moderately Important,Frequently,Cash on Delivery,Amazon India,Dussehra
06/04/2024 20:29:19,18-24 years,Female,"Mostly from e-commerce websites, occasionally from offline stores","Product assortment and availability, Convenience of shopping from home, Immediate availability of the product, Discounts and promotions",About the Same,E-commerce Websites,Slightly Better on E-commerce Websites,Frequently,"Smartphones, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs)",Very Satisfied,"Product reviews and ratings, Product specifications and features, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds, Payment options",Very Likely,None,8,Extremely Important,Always,Credit/Debit Card,Amazon India,"Diwali, Republic Day"
06/04/2024 20:32:27,18-24 years,Female,Equally from e-commerce websites and offline stores,"Price competitiveness, Trust in the brand or seller, Discounts and promotions",Slightly Lower on E-commerce Websites,E-commerce Websites,About the Same,Occasionally,"Smartphones, Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Price competitiveness, Brand reputation, Product specifications and features, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds",Slightly Likely,I don't know,7,Moderately Important,Occasionally,Credit/Debit Card,Flipkart,"Diwali, Christmas, New Year, Independence Day, Dussehra"
06/04/2024 20:33:42,18-24 years,Female,Exclusively from offline stores,"Price competitiveness, Ability to physically inspect and test the product, Trust in the brand or seller, Discounts and promotions",Much Higher in Offline Stores,Offline Stores,Much Better in Offline Stores,Never,"Smartphones, Laptops, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs)",Dissatisfied,"Discounts and promotions, Fast and reliable delivery, Payment options, ",Neutral,Quality and I should receive the exact product and not any product ,4,Not Important,Never,UPI (Unified Payments Interface),Amazon India,"Diwali, Independence Day"
06/04/2024 20:39:24,18-24 years,Female,"Mostly from offline stores, occasionally from e-commerce websites","Product assortment and availability, Ability to physically inspect and test the product, Immediate availability of the product, Trust in the brand or seller",About the Same,Both Equally Convenient,Slightly Better on E-commerce Websites,Occasionally,"Laptops, Tablets, Wearable devices (smartwatches, fitness trackers), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Brand reputation, Product specifications and features, The gadgets can be compared with ease slowly and door delivery is time efficient.",Slightly Likely,Some preferred Gadgets aren't always available.,8,Somewhat Important,Always,UPI (Unified Payments Interface),Official Websites of the electronics.,"Diwali, New Year, Independence Day, Republic Day"
06/04/2024 20:42:41,18-24 years,Male,"Mostly from e-commerce websites, occasionally from offline stores","Product assortment and availability, Trust in the brand or seller",Slightly Lower on E-commerce Websites,E-commerce Websites,Much Better on E-commerce Websites,Occasionally,"Smartphones, Tablets, Wearable devices (smartwatches, fitness trackers)",Very Satisfied,"Product reviews and ratings, Brand reputation",Likely,Range is very much better than offline stores,9,Moderately Important,Occasionally,Net Banking,Amazon India,Independence Day
06/04/2024 20:43:31,18-24 years,Male,"Mostly from e-commerce websites, occasionally from offline stores","Price competitiveness, Immediate availability of the product, Trust in the brand or seller, Discounts and promotions",Slightly Lower on E-commerce Websites,Both Equally Convenient,Slightly Better on E-commerce Websites,Rarely,"Smartphones, Laptops, Tablets, Wearable devices (smartwatches, fitness trackers)",Satisfied,"Price competitiveness, Product specifications and features, Discounts and promotions, Fast and reliable delivery",Slightly Likely,Availability of all models in india ,7,Very Important,Frequently,UPI (Unified Payments Interface),Amazon India,"New Year, Dussehra"
06/04/2024 20:49:27,18-24 years,Female,"Mostly from offline stores, occasionally from e-commerce websites","Ability to physically inspect and test the product, Customer service and support, Discounts and promotions",Much Higher in Offline Stores,Offline Stores,Much Better in Offline Stores,Rarely,"Wearable devices (smartwatches, fitness trackers), Audio/Visual equipment (headphones, speakers, TVs)",Dissatisfied,Easy returns and refunds,Neutral,I just dont trust buying electronics online.,5,Very Important,Frequently,Cash on Delivery,Amazon India,Dussehra
06/04/2024 20:49:44,18-24 years,Male,"Mostly from offline stores, occasionally from e-commerce websites",Trust in the brand or seller,Much Lower on E-commerce Websites,E-commerce Websites,Slightly Better on E-commerce Websites,Occasionally,"Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Discounts and promotions, Easy returns and refunds, Payment options",Slightly Likely,Nothing ,5,Very Important,Occasionally,UPI (Unified Payments Interface),Amazon India,"Diwali, Christmas, New Year, Dussehra"
06/04/2024 20:50:42,18-24 years,Male,"Mostly from offline stores, occasionally from e-commerce websites","Product assortment and availability, Convenience of shopping from home, Ability to physically inspect and test the product, Trust in the brand or seller, Discounts and promotions",About the Same,Both Equally Convenient,Slightly Better in Offline Stores,Rarely,"Audio/Visual equipment (headphones, speakers, TVs), Gaming consoles",Neutral,"Product reviews and ratings, Discounts and promotions, Easy returns and refunds",Neutral,None,5,Very Important,Occasionally,UPI (Unified Payments Interface),Amazon India,"Diwali, Dussehra"
06/04/2024 20:51:48,18-24 years,Male,"Mostly from e-commerce websites, occasionally from offline stores","Price competitiveness, Customer service and support, Discounts and promotions",Slightly Lower on E-commerce Websites,E-commerce Websites,Much Better on E-commerce Websites,Frequently,"Smartphones, Wearable devices (smartwatches, fitness trackers), Gaming consoles",Satisfied,"Price competitiveness, Brand reputation, Product specifications and features, Discounts and promotions, Easy returns and refunds, Payment options",Likely,7 days service replacement policy which is kept in amazon should be removed as in villages all the service centers(electronics) which are not available ,9,Very Important,Always,Credit/Debit Card,Amazon India,Sankranti
06/04/2024 20:54:33,18-24 years,Male,"Mostly from e-commerce websites, occasionally from offline stores",Price competitiveness,Slightly Lower on E-commerce Websites,Both Equally Convenient,Slightly Better in Offline Stores,Rarely,"Smartphones, Wearable devices (smartwatches, fitness trackers), Audio/Visual equipment (headphones, speakers, TVs), Gaming consoles",Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation",Neutral,Some e-commerce website lacks the option to compare gadgets ,6,Very Important,Frequently,Credit/Debit Card,Amazon India,"Diwali, Independence Day, Republic Day, Holi"
06/04/2024 21:01:35,18-24 years,Male,"Mostly from offline stores, occasionally from e-commerce websites","Product assortment and availability, Immediate availability of the product, Trust in the brand or seller, Discounts and promotions",About the Same,Both Equally Convenient,Slightly Better in Offline Stores,Occasionally,"Smartphones, Wearable devices (smartwatches, fitness trackers)",Satisfied,Price competitiveness,Neutral,Low price ,8,Somewhat Important,Occasionally,Cash on Delivery,Amazon India,"Diwali, Dussehra"
06/04/2024 21:10:02,45-54 years,Female,"Mostly from e-commerce websites, occasionally from offline stores",Price competitiveness,Slightly Lower on E-commerce Websites,Both Equally Convenient,Slightly Better in Offline Stores,Occasionally,Smartphones,Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Product specifications and features, Discounts and promotions",Likely,No,8,Moderately Important,Always,Net Banking,Amazon India,"New Year, Dussehra, "
06/04/2024 21:38:33,18-24 years,Male,"Mostly from e-commerce websites, occasionally from offline stores","Price competitiveness, Convenience of shopping from home, Ability to physically inspect and test the product, Immediate availability of the product, Trust in the brand or seller",Slightly Lower on E-commerce Websites,E-commerce Websites,Slightly Better on E-commerce Websites,Occasionally,"Smartphones, Laptops, Tablets, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs)",Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Product specifications and features, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds",Likely,Reviews that are genuine ,9,Very Important,Frequently,Credit/Debit Card,Amazon India,"Diwali, New Year, Republic Day, Dussehra, Holi"
06/04/2024 22:10:18,18-24 years,Male,"Mostly from e-commerce websites, occasionally from offline stores","Price competitiveness, Product assortment and availability, Trust in the brand or seller, Customer service and support",Much Lower on E-commerce Websites,E-commerce Websites,Much Better on E-commerce Websites,Occasionally,"Smartphones, Laptops, Tablets, Wearable devices (smartwatches, fitness trackers), Audio/Visual equipment (headphones, speakers, TVs)",Very Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Product specifications and features, Easy returns and refunds",Likely,A better comparison to its competitors ,7,Very Important,Always,UPI (Unified Payments Interface),Amazon India,"Independence Day, Republic Day, Big billions day, amazon great Indian sale"
07/04/2024 08:23:54,18-24 years,Male,Exclusively from e-commerce websites,"Price competitiveness, Product assortment and availability, Trust in the brand or seller, Customer service and support, Discounts and promotions",Slightly Lower on E-commerce Websites,E-commerce Websites,Much Better on E-commerce Websites,Occasionally,"Smartphones, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs)",Satisfied,"Price competitiveness, Product reviews and ratings, Fast and reliable delivery, Easy returns and refunds, Payment options",Likely,Improve Pricing of budget smartphones ,7,Very Important,Occasionally,Credit/Debit Card,Amazon India,"Diwali, Dussehra"
07/04/2024 10:43:59,18-24 years,Female,"Mostly from offline stores, occasionally from e-commerce websites","Price competitiveness, Ability to physically inspect and test the product, Immediate availability of the product, Trust in the brand or seller, Discounts and promotions",Slightly Lower on E-commerce Websites,Offline Stores,About the Same,Occasionally,"Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs)",Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Discounts and promotions",Neutral,Product Comparisons,7,Very Important,Always,Net Banking,Amazon India,"Diwali, New Year, Independence Day, Republic Day"
07/04/2024 11:14:22,18-24 years,Female,"Mostly from e-commerce websites, occasionally from offline stores",Product assortment and availability,About the Same,Offline Stores,Slightly Better on E-commerce Websites,Rarely,Tablets,Neutral,Fast and reliable delivery,Neutral,Less Price ,8,Moderately Important,Occasionally,"Mobile Wallets (e.g., Paytm, PhonePe)",Snapdeal,"Independence Day, Republic Day"
07/04/2024 14:19:54,18-24 years,Male,Equally from e-commerce websites and offline stores,"Price competitiveness, Convenience of shopping from home, Ability to physically inspect and test the product, Immediate availability of the product, Customer service and support",Slightly Lower on E-commerce Websites,Both Equally Convenient,Slightly Better on E-commerce Websites,Occasionally,"Smartphones, Laptops, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs)",Neutral,"Product reviews and ratings, Brand reputation, Discounts and promotions",Likely,NA,8,Very Important,Occasionally,Net Banking,Amazon India,"Diwali, New Year, Independence Day, Republic Day, Dussehra"
07/04/2024 14:24:16,18-24 years,Male,"Mostly from e-commerce websites, occasionally from offline stores","Price competitiveness, Ability to physically inspect and test the product, Immediate availability of the product, Trust in the brand or seller, Discounts and promotions",Slightly Lower on E-commerce Websites,E-commerce Websites,Slightly Better on E-commerce Websites,Occasionally,"Smartphones, Laptops, Tablets",Neutral,"Price competitiveness, Product reviews and ratings, Brand reputation, Product specifications and features, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds, Payment options",Neutral,"sometimes defective products are given, sometimes delivery time is more",7,Moderately Important,Occasionally,UPI (Unified Payments Interface),Amazon India,"Diwali, New Year, Independence Day, Republic Day, Dussehra, Holi"
07/04/2024 14:53:35,18-24 years,Female,"Mostly from offline stores, occasionally from e-commerce websites","Ability to physically inspect and test the product, Immediate availability of the product, Trust in the brand or seller, Customer service and support",Slightly Higher in Offline Stores,Offline Stores,Much Better in Offline Stores,Rarely,"Wearable devices (smartwatches, fitness trackers), Audio/Visual equipment (headphones, speakers, TVs)",Neutral,"Product reviews and ratings, Product specifications and features, Easy returns and refunds, Payment options",Neutral,Every other product can have return and refund more than exchange.,8,Moderately Important,Frequently,Net Banking,Amazon India,Diwali
07/04/2024 15:01:53,18-24 years,Male,"Mostly from offline stores, occasionally from e-commerce websites","Price competitiveness, Immediate availability of the product, Customer service and support",Slightly Lower on E-commerce Websites,Both Equally Convenient,Much Better in Offline Stores,Occasionally,"Smartphones, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs)",Satisfied,"Price competitiveness, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds",Not Likely at All,Nothing ,6,Somewhat Important,Rarely,Cash on Delivery,Amazon India,"Diwali, New Year, Republic Day, Dussehra"
07/04/2024 18:33:25,55+ years,Male,"Mostly from e-commerce websites, occasionally from offline stores","Price competitiveness, Immediate availability of the product, Trust in the brand or seller, Customer service and support, Discounts and promotions",About the Same,Both Equally Convenient,About the Same,Occasionally,"Smartphones, Laptops, Tablets, Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Price competitiveness, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds",Likely,User manual and operating instructions shall be available for reference.,6,Not Important,Rarely,Credit/Debit Card,Amazon India,Nothing specific.
07/04/2024 21:45:08,18-24 years,Male,Equally from e-commerce websites and offline stores,"Price competitiveness, Product assortment and availability, Convenience of shopping from home, Immediate availability of the product, Trust in the brand or seller",Slightly Lower on E-commerce Websites,Both Equally Convenient,Slightly Better on E-commerce Websites,Occasionally,"Smartphones, Laptops, Tablets, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs), Gaming consoles",Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Product specifications and features, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds, Payment options",Likely,None ,9,Moderately Important,Frequently,Net Banking,Amazon India,"Diwali, Christmas, Eid, New Year, Independence Day, Republic Day, Dussehra, Holi"
08/04/2024 00:25:29,18-24 years,Male,Equally from e-commerce websites and offline stores,"Trust in the brand or seller, Customer service and support",About the Same,Both Equally Convenient,Slightly Better on E-commerce Websites,Occasionally,"Smartphones, Laptops, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Product specifications and features, Payment options",Likely,Range of options and availability ,7,Moderately Important,Frequently,UPI (Unified Payments Interface),Flipkart,"Diwali, Christmas, New Year, Republic Day, Dussehra"
08/04/2024 00:46:28,18-24 years,Male,"Mostly from e-commerce websites, occasionally from offline stores","Product assortment and availability, Convenience of shopping from home, Immediate availability of the product, Discounts and promotions",Slightly Higher in Offline Stores,Both Equally Convenient,About the Same,Occasionally,"Smartphones, Laptops, Tablets, Wearable devices (smartwatches, fitness trackers), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Price competitiveness, Product reviews and ratings, Product specifications and features, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds, Payment options",Neutral,Nothing from My Side,7,Moderately Important,Frequently,Credit/Debit Card,Amazon India,"Dussehra, Ugadi"
08/04/2024 09:07:57,18-24 years,Male,"Mostly from e-commerce websites, occasionally from offline stores","Price competitiveness, Product assortment and availability, Convenience of shopping from home, Ability to physically inspect and test the product, Immediate availability of the product, Discounts and promotions",Slightly Lower on E-commerce Websites,E-commerce Websites,About the Same,Occasionally,"Smartphones, Laptops, Wearable devices (smartwatches, fitness trackers), Audio/Visual equipment (headphones, speakers, TVs), Gaming consoles",Very Satisfied,"Price competitiveness, Product reviews and ratings, Discounts and promotions, Easy returns and refunds",Likely,nothing,9,Very Important,Occasionally,UPI (Unified Payments Interface),Amazon India,"Diwali, Christmas, New Year, Independence Day"
08/04/2024 09:16:00,18-24 years,Female,Equally from e-commerce websites and offline stores,Product assortment and availability,Slightly Lower on E-commerce Websites,Both Equally Convenient,Slightly Better on E-commerce Websites,Occasionally,"Smartphones, Laptops, Tablets, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs)",Neutral,"Price competitiveness, Product reviews and ratings, Brand reputation, Product specifications and features, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds, Payment options",Likely,verification of gadgets before selling.. i personally got a defective product and they didnt return it ,7,Very Important,Never,UPI (Unified Payments Interface),Amazon India,"Diwali, New Year, Republic Day"
08/04/2024 10:07:46,18-24 years,Female,"Mostly from offline stores, occasionally from e-commerce websites","Price competitiveness, Product assortment and availability, Ability to physically inspect and test the product, Immediate availability of the product, Trust in the brand or seller, Customer service and support, Discounts and promotions",Much Higher in Offline Stores,Both Equally Convenient,Slightly Better in Offline Stores,Occasionally,"Smartphones, Laptops, Wearable devices (smartwatches, fitness trackers), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Product specifications and features, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds, Payment options",Likely,Fast delivery and easy exchange process ,8,Very Important,Rarely,Cash on Delivery,Amazon India,Christmas
